Date,Open,High,Low,Close    Close price adjusted for splits.,Adj Close    Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,Volume
"Feb 26, 2021",233.33,235.57,219.84,225.17,225.17,"123,267,600"
"Feb 25, 2021",242.05,245.74,223.53,227.41,227.41,"117,071,700"
"Feb 24, 2021",237.28,248.33,231.39,247.34,247.34,"110,301,000"
"Feb 23, 2021",220.71,237.87,206.33,232.95,232.95,"199,820,700"
"Feb 22, 2021",254.21,256.17,236.73,238.17,238.17,"111,809,100"
"Feb 19, 2021",265.00,265.60,259.12,260.43,260.43,"56,874,900"
"Feb 18, 2021",260.30,264.90,258.76,262.46,262.46,"53,871,300"
"Feb 17, 2021",259.70,266.61,254.00,266.05,266.05,"77,989,500"
"Feb 16, 2021",272.67,273.67,264.15,265.41,265.41,"59,406,900"
"Feb 12, 2021",267.09,272.44,261.78,272.04,272.04,"71,304,900"
"Feb 11, 2021",270.81,276.63,267.24,270.55,270.55,"64,868,400"
"Feb 10, 2021",281.21,281.61,266.67,268.27,268.27,"108,648,300"
"Feb 9, 2021",285.04,286.60,280.58,283.15,283.15,"45,473,100"
"Feb 8, 2021",289.89,292.59,284.92,287.81,287.81,"60,485,100"
"Feb 5, 2021",281.67,288.26,279.66,284.08,284.08,"55,699,800"
"Feb 4, 2021",285.00,285.50,277.81,283.33,283.33,"47,438,100"
"Feb 3, 2021",292.34,292.69,284.35,284.90,284.90,"55,030,500"
"Feb 2, 2021",281.56,293.50,280.73,290.93,290.93,"73,038,600"
"Feb 1, 2021",271.43,280.67,265.19,279.94,279.94,"76,174,200"
"Jan 29, 2021",276.67,280.80,260.03,264.51,264.51,"104,972,400"
"Jan 28, 2021",273.33,282.67,267.00,278.48,278.48,"79,134,000"
"Jan 27, 2021",290.12,297.17,286.22,288.05,288.05,"82,002,000"
"Jan 26, 2021",297.13,298.63,290.53,294.36,294.36,"69,394,800"
"Jan 25, 2021",285.00,300.13,279.61,293.60,293.60,"123,520,200"
"Jan 22, 2021",278.10,282.67,276.21,282.21,282.21,"60,199,500"
"Jan 21, 2021",285.00,285.24,280.47,281.66,281.66,"61,563,300"
"Jan 20, 2021",286.25,286.50,279.09,283.48,283.48,"76,997,700"
"Jan 19, 2021",279.27,283.33,277.67,281.52,281.52,"76,101,000"
"Jan 15, 2021",284.00,286.63,273.03,275.39,275.39,"116,332,800"
"Jan 14, 2021",281.13,287.67,279.58,281.67,281.67,"93,798,900"
"Jan 13, 2021",284.25,286.82,277.33,284.80,284.80,"99,937,500"
"Jan 12, 2021",277.00,289.33,275.78,283.15,283.15,"138,812,100"
"Jan 11, 2021",283.13,284.81,267.87,270.40,270.40,"177,904,800"
"Jan 8, 2021",285.33,294.83,279.46,293.34,293.34,"225,166,500"
"Jan 7, 2021",259.21,272.33,258.40,272.01,272.01,"154,496,700"
"Jan 6, 2021",252.83,258.00,249.70,251.99,251.99,"134,100,000"
"Jan 5, 2021",241.22,246.95,239.73,245.04,245.04,"96,735,600"
"Jan 4, 2021",239.82,248.16,239.06,243.26,243.26,"145,914,600"
